27316,2048
51596,4096
35780,2048
36344,2048
60488,4096
59676,4096
36288,2048
16188,1024
36128,2048
27128,2048
34960,2048
36212,2048
27384,2048
60452,4096
32412,2048
36464,2048
36280,2048
16304,1024
36320,2048
36444,2048
27292,2048
36224,2048
33672,2048
57888,4096
76520,4096
36424,2048
36288,2048
36616,2048
36832,2048
56420,4096
7200,512
16316,1024
51060,4096
35640,2048
16060,1024
34548,2048
32272,2048
34432,2048
27444,2048
16192,1024
35532,2048
36040,2048
36408,2048
36236,2048
36224,2048
35232,2048
27284,2048
36056,2048
36004,2048
60556,4096
16364,1024
76440,4096
32248,2048
35480,2048
32204,2048
7016,512
34776,2048
27184,2048
36408,2048
16480,1024
60504,4096
60420,4096
60864,4096
36380,2048
27168,2048
16040,1024
60292,4096
32392,2048
56552,4096
67444,4096
27528,2048
32356,2048
36300,2048
16124,1024
69640,4096
36312,2048
36152,2048
36208,2048
16044,1024
36280,2048
35412,2048
34480,2048
16244,1024
36144,2048
35940,2048
15792,1024
51308,4096
60332,4096
36476,2048
36492,2048
36152,2048
16212,1024
27252,2048
16116,1024
60364,4096
59676,4096
36204,2048
60576,4096
60524,4096
25448,2048
