5748,512
3364,256
5648,512
3688,256
6664,512
5324,512
7760,512
2988,256
7144,512
11888,1024
2980,256
6316,512
7384,512
12188,1024
7008,512
7112,512
2800,256
3172,256
1352,128
6208,512
3068,256
5552,512
1488,128
3136,256
7152,512
6960,512
6336,512
7940,512
7188,512
9568,1024
6700,512
6172,512
7128,512
11732,1024
12148,1024
6576,512
7076,512
14156,1024
3128,256
5264,512
4536,512
580,64
6956,512
6944,512
1384,128
13980,1024
5368,512
14496,1024
3332,256
6920,512
3144,256
3092,256
5564,512
6912,512
3524,256
3024,256
3076,256
1368,128
15576,1024
5196,512
10632,1024
1012,128
5552,512
7228,512
12228,1024
11192,1024
6760,512
6308,512
7064,512
7056,512
1952,256
6480,512
3072,256
10644,1024
11952,1024
10532,1024
3868,256
3112,256
6476,512
3216,256
13280,1024
4676,512
6824,512
6988,512
1500,128
3040,256
580,64
11164,1024
5320,512
6252,512
2872,256
3156,256
6832,512
15556,1024
7180,512
3196,256
12084,1024
1480,128
11060,1024
6388,512
