27532,2048
32144,2048
23228,2048
27196,2048
27192,2048
31276,2048
23336,2048
36000,2048
7172,512
14392,1024
21468,2048
12372,1024
14288,1024
10336,1024
27208,2048
25376,2048
34488,2048
3108,256
25292,2048
23220,2048
14304,1024
23416,2048
16712,1024
15152,1024
14372,1024
36100,2048
12208,1024
23140,2048
23516,2048
14272,1024
16256,1024
14328,1024
2952,256
16004,1024
20996,2048
16020,1024
26748,2048
5472,512
36176,2048
14308,1024
35840,2048
15920,1024
16180,1024
31888,2048
15984,1024
27248,2048
16328,1024
12428,1024
33948,2048
32420,2048
2748,256
24984,2048
27452,2048
3044,256
14448,1024
23164,2048
26976,2048
12272,1024
31420,2048
21468,2048
15304,1024
13664,1024
16112,1024
7076,512
35956,2048
12100,1024
16236,1024
26564,2048
27088,2048
29564,2048
16096,1024
15708,1024
12324,1024
2404,256
6896,512
32168,2048
14748,1024
27384,2048
7028,512
15360,1024
32184,2048
12216,1024
25548,2048
36292,2048
16220,1024
7432,512
26896,2048
5376,512
14520,1024
16232,1024
16372,1024
14296,1024
16076,1024
35792,2048
29872,2048
27052,2048
27276,2048
16196,1024
16348,1024
15948,1024
