6276,512
3112,256
5496,512
1236,128
1440,128
616,64
6832,512
3000,256
1080,64
2780,256
6388,512
3500,256
1304,128
7036,512
3144,256
6712,512
1656,128
7032,512
4432,512
4168,256
2872,256
3196,256
1160,128
6848,512
3100,256
1780,128
3132,256
2528,256
5800,512
7156,512
4876,512
7452,512
3092,256
12056,1024
2908,256
5544,512
4372,512
1772,128
1432,128
6228,512
3008,256
4684,512
2464,256
6792,512
3164,256
5152,512
6844,512
5976,512
3196,256
3664,256
5272,512
5388,512
4664,512
6500,512
6912,512
3224,256
11940,1024
6408,512
6712,512
3056,256
12296,1024
6936,512
5364,512
2856,256
5220,512
2148,256
1420,128
7012,512
3016,256
6672,512
7252,512
3432,256
3152,256
5388,512
708,64
3260,256
5628,512
10484,1024
4648,512
7192,512
2220,256
3216,256
4724,512
1320,128
5240,512
5716,512
2220,256
7316,512
4620,512
3852,256
5356,512
996,64
3200,256
6616,512
3220,256
3160,256
3236,256
5404,512
3100,256
616,64
