34628,2048
16156,1024
36308,2048
34608,2048
16340,1024
10460,1024
36208,2048
60688,4096
36296,2048
34344,2048
7040,512
16496,1024
30512,2048
15828,1024
36056,2048
15988,1024
27248,2048
36144,2048
27248,2048
6992,512
16240,1024
60476,4096
35796,2048
27240,2048
14440,1024
35484,2048
16448,1024
7036,512
27284,2048
16164,1024
32316,2048
16292,1024
6924,512
16320,1024
35900,2048
27080,2048
31896,2048
14324,1024
27128,2048
36164,2048
36316,2048
51592,4096
2652,256
27256,2048
32408,2048
23048,2048
32552,2048
36208,2048
27180,2048
34448,2048
32592,2048
27144,2048
32256,2048
35568,2048
16284,1024
14276,1024
16016,1024
23220,2048
16120,1024
16184,1024
16124,1024
36484,2048
27124,2048
16112,1024
36388,2048
27420,2048
36200,2048
16204,1024
32196,2048
16468,1024
14192,1024
16200,1024
15472,1024
34492,2048
36212,2048
36312,2048
35468,2048
23284,2048
25308,2048
16080,1024
27556,2048
30488,2048
27392,2048
16172,1024
16156,1024
35964,2048
16044,1024
36208,2048
23080,2048
30512,2048
36400,2048
58984,4096
16012,1024
16084,1024
16576,1024
32328,2048
36140,2048
32532,2048
34396,2048
27360,2048
