36396,2048
51336,4096
36212,2048
36184,2048
60364,4096
36468,2048
67800,4096
36472,2048
60520,4096
14340,1024
36024,2048
74820,4096
35768,2048
56620,4096
60776,4096
76768,4096
36284,2048
36152,2048
32508,2048
36180,2048
77148,4096
60436,4096
36292,2048
36436,2048
36280,2048
35884,2048
36508,2048
71480,4096
36384,2048
71432,4096
70860,4096
36204,2048
27128,2048
60496,4096
36572,2048
78748,4096
60568,4096
36156,2048
60400,4096
34524,2048
60440,4096
27124,2048
36712,2048
71516,4096
36208,2048
35532,2048
60692,4096
58676,4096
71900,4096
16056,1024
70736,4096
36164,2048
71668,4096
35712,2048
51496,4096
70612,4096
34424,2048
36276,2048
36224,2048
36244,2048
36204,2048
36128,2048
16044,1024
36092,2048
60092,4096
80284,4096
60296,4096
26976,2048
36596,2048
36260,2048
76732,4096
60680,4096
36212,2048
16116,1024
60500,4096
36444,2048
27304,2048
60596,4096
60380,4096
34480,2048
60300,4096
71480,4096
34528,2048
71644,4096
36080,2048
36556,2048
76400,4096
36044,2048
71520,4096
36268,2048
71576,4096
36348,2048
69556,4096
36084,2048
36328,2048
71536,4096
36256,2048
31956,2048
36300,2048
36208,2048
