16600,1024
15684,1024
7196,512
12496,1024
16172,1024
16120,1024
7000,512
30436,2048
6976,512
12272,1024
12112,1024
7152,512
16080,1024
12240,1024
16288,1024
16892,1024
4208,512
7144,512
7468,512
12072,1024
14268,1024
25456,2048
16072,1024
12392,1024
15832,1024
26628,2048
4400,512
16204,1024
10364,1024
16400,1024
27496,2048
16048,1024
7224,512
7080,512
27268,2048
14384,1024
15876,1024
11772,1024
14436,1024
15896,1024
27420,2048
7024,512
17104,1024
15348,1024
16356,1024
12040,1024
16128,1024
6964,512
16084,1024
7100,512
15308,1024
12104,1024
15388,1024
22876,2048
6284,512
5308,512
11424,1024
7156,512
25376,2048
23224,2048
16248,1024
1208,128
12152,1024
16012,1024
15392,1024
15336,1024
3104,256
3252,256
15320,1024
12316,1024
11348,1024
14500,1024
10348,1024
22368,2048
5448,512
16020,1024
11804,1024
23196,2048
15848,1024
7212,512
15284,1024
25464,2048
22876,2048
5304,512
9328,1024
16408,1024
15352,1024
15216,1024
15576,1024
15440,1024
27136,2048
12372,1024
3040,256
16156,1024
14480,1024
11236,1024
3072,256
7364,512
2948,256
14560,1024
