7176,512
11844,1024
4748,512
5536,512
11172,1024
7272,512
6940,512
5448,512
12128,1024
5168,512
13216,1024
6356,512
11724,1024
15392,1024
20792,2048
7616,512
7652,512
7288,512
7320,512
7724,512
5708,512
12400,1024
2548,256
7404,512
2828,256
6908,512
3452,256
7896,512
13352,1024
10564,1024
4752,256
6880,512
11816,1024
5924,512
6280,512
7172,512
21684,2048
3256,256
10176,1024
10408,1024
3072,256
8200,512
4176,256
6180,512
10400,1024
5924,512
10496,1024
12324,1024
7600,512
6356,512
4752,512
14388,1024
6796,512
13104,1024
12144,1024
7968,512
2452,256
7104,512
5408,512
6040,512
1456,128
11460,1024
7172,512
16112,1024
5888,512
11584,1024
12412,1024
14412,1024
5704,512
6876,512
5388,512
6440,512
3236,256
4928,256
12644,1024
8188,512
3152,256
7292,512
2832,256
22340,2048
7936,512
4688,512
3144,256
14576,1024
5212,512
5580,512
5384,512
7352,512
7684,512
7832,512
6888,512
7476,512
7192,512
7168,512
7144,512
7220,512
6992,512
6408,512
3300,256
7352,512
