14736,1024
14372,1024
15752,1024
16332,1024
14656,1024
13968,1024
3540,256
3476,256
20716,2048
20788,2048
12180,1024
20776,2048
11876,1024
16104,1024
15064,1024
20644,2048
12416,1024
15928,1024
12816,1024
16112,1024
7748,512
11488,1024
5376,512
13668,1024
15840,1024
14648,1024
16428,1024
15164,1024
12168,1024
5732,512
5592,512
16140,1024
21516,2048
7360,512
14240,1024
7092,512
12276,1024
19080,1024
21580,2048
16312,1024
16436,1024
16452,1024
12172,1024
14468,1024
7724,512
11280,1024
5712,512
21472,2048
7424,512
16188,1024
15452,1024
12204,1024
14148,1024
7280,512
14716,1024
15360,1024
7032,512
12472,1024
21948,2048
6148,512
6728,512
7164,512
12536,1024
20464,2048
21276,2048
15268,1024
3392,256
10672,1024
5780,512
13548,1024
3188,256
6172,512
3112,256
14464,1024
16812,1024
15564,1024
20528,2048
11504,1024
7444,512
15308,1024
4144,256
20700,2048
1524,128
6796,512
14236,1024
12416,1024
5352,512
14456,1024
15744,1024
14824,1024
15380,1024
10384,1024
15664,1024
14460,1024
13632,1024
7132,512
16320,1024
3268,256
12176,1024
7244,512
