15788,1024
7408,512
15424,1024
6888,512
16348,1024
5588,512
7088,512
14744,1024
13764,1024
3104,256
3068,256
7352,512
7148,512
12156,1024
6612,512
14356,1024
5572,512
3200,256
23100,2048
3268,256
6760,512
11792,1024
7148,512
15912,1024
3008,256
14284,1024
12076,1024
1052,128
7228,512
7028,512
6532,512
7016,512
5164,512
12044,1024
9696,1024
10908,1024
3196,256
2096,256
5328,512
2320,256
3200,256
5996,512
16376,1024
13528,1024
7084,512
7448,512
7200,512
3204,256
14316,1024
6976,512
14672,1024
3132,256
9548,1024
15600,1024
10352,1024
10340,1024
7624,512
7196,512
7304,512
15976,1024
9408,1024
3132,256
10420,1024
7168,512
12132,1024
1024,128
6524,512
25388,2048
10008,1024
14128,1024
7276,512
7420,512
13528,1024
6932,512
10324,1024
7208,512
6808,512
7224,512
16508,1024
12188,1024
1452,128
5576,512
7260,512
6992,512
4688,512
15584,1024
14528,1024
16716,1024
5296,512
14516,1024
27068,2048
3032,256
6944,512
7140,512
6760,512
16084,1024
11328,1024
14472,1024
12080,1024
16128,1024
